"","p"
"201",0.000190248504539646
"202",3.71481941940307e-05
"203",0.0228281185939463
"204",0.00285484060181891
"205",0.0354030333802954
"206",0.00594500776183282
"207",0.0906302605507749
"208",0.0177668491729877
"209",0.00257279956509472
"210",2.42103431448983e-05
"211",6.956258445592e-05
"212",0.0132739597387756
"213",2.46456390994554e-05
"214",0.00140170917384707
"215",0.0017787196071589
"216",0.0191617601366363
"217",0.000953712504226303
"218",0.022750912853955
"219",0.241279435226362
"220",0.00685894887321585
"221",0.00218775376153955
"222",4.78429635573323e-06
"223",0.00197484878997662
"224",0.287921488730577
"225",6.44812184348548e-05
"226",0.000667004687516765
"227",0.00159191214537386
"228",0.0200381739839576
"229",0.000146205453518663
"230",0.000571359160536248
"231",0.0181276556264263
"232",0.052034998291158
"233",0.00741562237583478
"234",0.00228917482721174
"235",0.0128654049651834
"236",0.249998225852495
"237",7.8860334505379e-05
"238",7.24766647377361e-06
"239",0.000197552551166536
"240",0.0480261284971719
"241",3.44265187050427e-05
"242",0.000299379597030909
"243",0.000491021550793221
"244",0.0121208796532921
"245",0.000887568395923975
"246",0.0999495726563202
"247",4.67477056611702e-06
"248",0.00341679448573517
"249",0.00850947423502738
"250",0.000118573551910335
"251",0.0103248125990656
"252",0.0108222414798631
"253",0.0820715491451227
"254",0.0181473659399125
"255",0.00215927464356696
"256",0.0422322011061758
"257",0.000376777136494483
"258",0.00361763882888519
"259",1.16797460188896e-05
"260",0.0568143497990822
"261",0.000588249287518062
"262",0.000706926165900393
"263",0.000363752038698646
"264",0.0497273622131345
"265",0.000807332683251704
"266",0.00307743653800185
"267",8.88884003688982e-05
"268",0.164890545855293
"269",6.52143536888752e-08
"270",8.03515504343994e-05
"271",4.36931628987291e-05
"272",0.00114261278234529
"273",2.97870914236678e-05
"274",3.99120455016172e-05
"275",0.00614151676189187
"276",0.00751104003332234
"277",0.000552645642644462
"278",0.0409645259881708
"279",0.0662325233420714
"280",1.78502888484507e-05
"281",2.78724595907441e-06
"282",0.00256713978802278
"283",0.0759852346341685
"284",0.042764065303989
"285",0.0039475165151985
"286",0.000104392394714572
"287",0.00251980473723945
"288",0.0186714453006163
"289",0.00542306060283507
"290",6.29451938715168e-07
"291",0.000423698769297262
"292",2.85702089306112e-05
"293",0.00707686095591782
"294",0.00712629288455401
"295",0.118550176016065
"296",0.000451466273270398
"297",0.00021105413553211
"298",0.000615201769419217
"299",1.31605360349308e-06
"300",0.0494177658691174
"301",0.0300174192372049
"302",0.00505230277366354
"303",1.89211676511476e-05
"304",0.000355529634811226
"305",2.41486652834946e-06
"306",0.0111240808331218
"307",8.88028032405865e-05
"308",5.54044990615676e-05
"309",0.000229312786201381
"310",0.0890781429551369
"311",0.000144899461930246
"312",3.00574587196689e-07
"313",3.53981697125855e-05
"314",0.00282122798667197
"315",0.00179663012914715
"316",0.00159442349762452
"317",0.000204204497820683
"318",0.00639850601411692
"319",1.18296942045561e-05
"320",0.00235493069420437
"321",7.08988877447946e-05
"322",0.0654995616019429
"323",6.93142256317052e-05
"324",4.40944733355954e-06
"325",0.000361472338821537
"326",0.00010531704694441
"327",0.0244947982180663
"328",6.07541856770426e-06
"329",0.794624425938092
"330",0.0106169789841884
"331",0.00242595505994767
"332",8.08274069293678e-05
"333",0.00375258165168733
"334",3.1158987964309e-06
"335",0.0250778870736256
"336",0.0300240804605922
"337",0.00109098669400232
"338",0.0615646083394386
"339",0.000239678710754017
"340",0.0015332345639071
"341",4.05953634683252e-06
"342",0.0534036190335997
"343",0.280178190834992
"344",1.91308395101346e-05
"345",0.000600090473435687
"346",0.00248036984024362
"347",0.000772878333842941
"348",1.28204415277737e-06
"349",0.00621622561537719
"350",0.00779068592292231
"351",0.0316700934580175
"352",0.000337924194837691
"353",0.0158334314309293
"354",0.000145349212044694
"355",0.0217191012948969
"356",0.000675972113145189
"357",8.56509454077379e-05
"358",5.3847020589011e-05
"359",0.00272947691661624
"360",1.84178508421432e-05
"361",0.00913432594970552
"362",1.00184432164153e-05
"363",0.00273443858820005
"364",0.000200297250381864
"365",0.00293048682600591
"366",9.29925142440078e-05
"367",0.000386517877139311
"368",0.00118813945447039
"369",0.000134706012555372
"370",7.75983278855019e-06
"371",0.00174446418734201
"372",6.42349595845294e-05
"373",0.071101171913294
"374",1.17235137401941e-05
"375",2.96203451481657e-05
"376",0.000148172968557761
"377",0.0555437105891293
"378",0.00958552137366612
"379",0.16575774957207
"380",0.0691160597248091
"381",4.81242251571338e-05
"382",3.45561428418873e-06
"383",0.00213133051077081
"384",0.0763675311593009
"385",0.000393705481879619
"386",6.28001142952305e-07
"387",0.000384455727741209
"388",0.0426290771518987
"389",0.00112652981439797
"390",2.21005748995715e-05
"391",0.000567266186877256
"392",0.000232293935619687
"393",0.000767557453978221
"394",5.76005814685998e-07
"395",0.00383242721990146
"396",1.52862538759737e-05
"397",0.000104984030805241
"398",0.0102417682210771
"399",0.00337607399149638
"400",0.0611420474914372
"401",0.000104486019964681
"402",0.000300791204878786
"403",3.27517390245501e-05
"404",0.000476493397453328
"405",0.000571870083954959
"406",6.1977994613797e-05
"407",0.0107261364233817
"408",0.101377166457723
"409",0.000495838563045294
"410",0.000728446377124441
"411",1.7944004201429e-05
"412",0.00978046692746763
"413",5.08033845322815e-05
"414",0.00658254361595928
"415",0.00610046786963169
"416",3.61602771793898e-05
"417",5.58796115428545e-05
"418",3.58236403105468e-05
"419",0.000594607721607171
"420",0.0275469244434886
"421",0.000409078991079134
"422",0.000592265747939306
"423",0.000521435547243521
"424",0.0156286328625177
"425",2.74586715318536e-05
"426",3.23672491588621e-05
"427",0.00112372882733655
"428",0.00176527280504382
"429",0.0428817997525906
"430",0.000864125051206332
"431",0.00793161630655845
"432",0.154686674846288
"433",2.01737961159983e-05
"434",0.00909517542412837
"435",1.41032841692373e-05
"436",0.0332937756974113
"437",9.67083478700744e-05
"438",0.651826476445047
"439",0.000180550491624702
"440",0.0004068085559319
"441",0.223987667270825
"442",0.0061976964644788
"443",0.127192484439305
"444",8.33896723236455e-05
"445",0.0413292703559414
"446",0.00202008620819303
"447",3.91795365327864e-05
"448",0.00197083723551187
"449",9.11094497016612e-05
"450",0.00700763508268993
"451",1.18526263220937e-06
"452",0.147883057390537
"453",0.000187023857157382
"454",0.00149880790628055
"455",0.00526966745751168
"456",6.85381724922759e-05
"457",0.00108711256146738
"458",0.00585104709689396
"459",0.000545863244477202
"460",0.00111195702616961
"461",0.0145698463331614
"462",0.00207507977199299
"463",0.00443485368597473
"464",1.27649564719312e-05
"465",0.00100851124346631
"466",0.003803285467097
"467",0.0107349512021224
"468",0.000998420433342935
"469",0.00158253058968904
"470",0.0994812305275326
"471",0.00753889097611702
"472",0.000470974649337758
"473",0.0141777682071664
"474",0.000127118884745071
"475",0.0392030871010201
"476",0.000190529965177295
"477",0.0277255143294627
"478",0.00104428449032047
"479",0.000133756717947251
"480",0.00797026156723237
"481",0.00033426374435021
"482",0.00548154058503854
"483",0.00821628774493357
"484",0.000290691016523672
"485",6.63450789503187e-05
"486",0.000925353170102488
"487",0.0011596534829573
"488",0.000241540294846631
"489",0.0500365847000233
"490",0.00249110015552757
"491",0.0442252365587898
"492",1.52947994568372e-06
"493",0.00374767631102232
"494",0.00239975114013121
"495",4.93593898380572e-06
"496",0.0128713368336121
"497",0.00188835780033512
"498",0.00112847316465732
"499",0.113919091562504
"500",7.39010813900909e-05
"501",0.0854861655424937
"502",2.72232117032326e-05
"503",5.04247981103202e-05
"504",0.00413091383876643
"505",0.000218617670345195
"506",0.00023015540117324
"507",0.00496628531101222
"508",8.09048977049912e-06
"509",0.03561422343027
"510",0.0031736318590915
"511",0.00162059073412522
"512",0.00797062870644338
"513",0.000103278214699806
"514",4.6197287399032e-05
"515",0.0121328223825044
"516",0.00255529119399822
"517",0.000172178574807653
"518",0.00992008501851548
"519",0.0258268468842403
"520",0.00926630001570937
"521",0.0550469676416784
"522",0.000340820834569335
"523",1.6805919445641e-05
"524",0.0338397572775897
"525",9.12027455964179e-05
"526",0.0564200395013625
"527",0.0200690637576383
"528",0.48293136154514
"529",0.000358400539649728
"530",4.8898183511549e-06
"531",0.000622636419442705
"532",4.22797435237817e-05
"533",0.00309042293184606
"534",7.10229317779364e-05
"535",0.0235787100121885
"536",0.0109215915581788
"537",0.0360441297818241
"538",0.00198976751971168
"539",0.00957812234895998
"540",0.00194262075896667
"541",7.97004452244113e-05
"542",8.68718385483073e-05
"543",0.000290384207202607
"544",0.235637869147255
"545",0.00426729770380319
"546",0.000282525405188423
"547",0.330692289094216
"548",4.83222609190146e-06
"549",9.91998889429545e-06
"550",0.000901241867465296
"551",0.000761774920432765
"552",0.00328436078985984
"553",0.00309673269478807
"554",0.0001683394718357
"555",0.0408359171986299
"556",0.00423422990517239
"557",8.88278910541026e-05
"558",0.000623680348949183
"559",0.000178231041841578
"560",0.00148796476849742
"561",0.0436970862264319
"562",5.80326317527466e-05
"563",0.000942981397000077
"564",0.00556380377321834
"565",0.000878227550220532
"566",0.00032063683915689
"567",0.0031898979527138
"568",1.77937266148776e-05
"569",0.0188218317266393
"570",4.20488839611298e-05
"571",0.000251223734679236
"572",0.00036248012514877
"573",0.000515392532995591
"574",0.000347711698959629
"575",0.051297557678168
"576",0.000208147714241637
"577",0.00305808389891801
"578",0.000174069546103796
"579",0.00376166898615348
"580",0.00634266462520146
"581",0.000460779642208666
"582",1.63229865558668e-05
"583",0.0386809884443127
"584",5.78515574152356e-06
"585",0.0003482626491907
"586",1.13498353257793e-05
"587",0.0333369218655055
"588",0.0372276663667106
"589",0.000197145968185573
"590",0.00310020088166983
"591",0.355253980771962
"592",8.87625851562221e-06
"593",0.000136907518744231
"594",3.06952994710839e-07
"595",2.2678847344448e-05
"596",0.200287031510416
"597",0.0102093423201027
"598",1.54203572271122e-05
"599",0.00901619790374121
"600",0.00106534199820977
"601",0.00180338781137019
"602",9.96720758958693e-05
"603",5.04813375844222e-05
"604",2.00396286167978e-05
"605",0.0407269463421798
"606",2.41257892010926e-06
"607",0.0563183283315709
"608",3.25226374849262e-05
"609",0.000922550559275534
"610",0.0147937247884746
"611",8.26083410768894e-05
"612",4.55571419291816e-05
"613",0.197595663440882
"614",0.00267072470756471
"615",0.0446794211279117
"616",0.00828879050022776
"617",1.54923759944289e-05
"618",1.87936070835633e-05
"619",1.9980348799541e-06
"620",0.000625035550257498
"621",0.000425607069954802
"622",5.15545922320808e-05
"623",0.0191285866227176
"624",0.0124359154186424
"625",2.81798928856915e-05
"626",0.0124192926836481
"627",0.0259155845480871
"628",0.0194050960523215
"629",5.29306555775086e-05
"630",4.0671456960405e-05
"631",0.00581998886062975
"632",0.000790509173467857
"633",7.44380423942661e-05
"634",0.00115775326093012
"635",0.0047109141263486
"636",0.00679485174673885
"637",0.000339026887657657
"638",0.00307408614590697
"639",0.0153322095352931
"640",0.000487103129475564
"641",1.51222953508434e-05
"642",0.000523054386069591
"643",0.000282116638845909
"644",0.000473354400565491
"645",0.0765543866452964
"646",0.0200485925057414
"647",0.00328754942175359
"648",0.000113247174623565
"649",0.0164147354987138
"650",0.0077308725380674
"651",0.0262521723167236
"652",0.00443422073628512
"653",0.0263751032363472
"654",0.0530522964229954
"655",0.801996706710449
"656",0.00223679361168051
"657",0.0033297408117171
"658",5.33310049029076e-05
"659",0.0221328621094146
"660",0.000700533614104587
"661",0.000138612914618609
"662",0.00294309492625355
"663",0.000252676168929517
"664",0.000834408747416068
"665",0.000573196989488372
"666",0.00922024469780503
"667",7.05558132256105e-05
"668",3.90508929784958e-05
"669",2.71478803465726e-05
"670",2.40485663660896e-05
"671",1.24675979424302e-05
"672",0.589525661967297
"673",0.00870890767297211
"674",0.0920578760961862
"675",0.00769626385058028
"676",0.00010520296604789
"677",4.64252018886752e-06
"678",0.000624605415892226
"679",0.0132757063420991
"680",6.41228050258614e-05
"681",0.00140340666984861
"682",0.236929247498139
"683",5.86527689935944e-06
"684",0.00157603108851009
"685",0.00183595737105096
"686",0.000157161449896209
"687",0.00114207564431764
"688",0.00571049753122803
"689",1.1891167782626e-05
"690",0.000201915548877782
"691",0.00463138372516139
"692",0.0177923062758439
"693",0.520482055794057
"694",0.00341299858047293
"695",6.32756822551672e-06
"696",0.0603246422452762
"697",0.00526526517969824
"698",0.000824170979567055
"699",0.00401951594117809
"700",0.00185063531904398
"701",0.000900703611864012
"702",0.00457046140798683
"703",7.16628428788775e-05
"704",0.000340348152257253
"705",0.000254465468907745
"706",0.00664635028935277
"707",9.30266266096761e-06
"708",0.00153776476561038
"709",7.12386984835165e-07
"710",7.59027975125485e-06
"711",0.000520207198787099
"712",0.00191865715308028
"713",4.18037878253834e-05
"714",0.481175259928124
"715",0.000346608085849875
"716",3.93898005150682e-05
"717",0.00971276514810617
"718",0.00725681926204556
"719",4.03072123853329e-05
"720",0.000211650627941977
"721",0.000774644249042664
"722",0.0324826317009669
"723",3.66539352386931e-05
"724",0.000561739792510138
"725",5.73944604843125e-06
"726",0.000101108079362752
"727",0.00204820034811157
"728",8.42692586236081e-05
"729",0.0159325482392051
"730",0.000795224454879461
"731",0.00511647393037556
"732",0.00593283786183332
"733",0.00100746471881884
"734",0.00653614134799184
"735",1.49730589550394e-05
"736",0.0132633407831956
"737",0.00362508977663016
"738",0.00128364397924991
"739",4.71837695857061e-05
"740",0.231964852096317
"741",0.000147709386010303
"742",0.000426160846535603
"743",0.0106773984745905
"744",0.000368848338723282
"745",0.00487446459261395
"746",5.44524456002295e-05
"747",0.00126496643495467
"748",1.51182217950448e-05
"749",0.0129463642966893
"750",0.00558731753217017
"751",0.00305134757468973
"752",0.0324802593859259
"753",0.00121463540823789
"754",0.00101470528468413
"755",0.00534810512035601
"756",0.000208073694352818
"757",0.000299672813196392
"758",0.000244679883850519
"759",0.000118587557120887
"760",0.00023655501862663
"761",0.00474209502524171
"762",0.0319578926753912
"763",0.0759613096999569
"764",0.121678960325593
"765",0.0056945541972325
"766",0.00172616225909238
"767",0.00190929633312821
"768",0.0550757875006317
"769",0.00126213244599241
"770",0.0014081202966815
"771",0.00128026337033192
"772",0.00511015968017017
"773",0.000813543393978519
"774",0.00446252658036217
"775",0.0366571194396252
"776",0.00086468077745403
"777",0.13764028207877
"778",0.00308000446184256
"779",0.00976342664236118
"780",0.012504749366382
"781",0.121865139696092
"782",0.133214561803406
"783",0.170707352596732
"784",0.000133048590761966
"785",0.000509070267533815
"786",8.48299677022354e-05
"787",0.212294178919804
"788",0.00172761216879546
"789",0.00143195498435102
"790",0.0380199213890505
"791",2.05239088467148e-07
"792",0.00565604195434761
"793",0.000249650678461985
"794",0.00949662986697196
"795",2.66222706542213e-05
"796",0.00489484602926723
"797",1.15211260305916e-05
"798",5.92747509872158e-07
"799",0.0942430533134472
"800",0.0736101417874461
"801",3.68458616759257e-05
"802",0.000577996340451444
"803",0.0010675946956301
"804",0.0715355756842608
"805",0.00663541260521647
"806",0.0729650756826746
"807",0.00468667188841806
"808",0.000103628106015587
"809",0.288630895583383
"810",0.000378309876570661
"811",0.00190546846849059
"812",0.0269194025816332
"813",0.00338697361223001
"814",1.08905450135505e-05
"815",0.0018897369682477
"816",0.00431726075436423
"817",1.9257357294413e-05
"818",0.0207344643025843
"819",0.0336802879243006
"820",0.000106223750370099
"821",1.72215124634572e-05
"822",0.370424395938393
"823",0.000956634049757112
"824",0.000812265479552711
"825",0.00332851520802561
"826",3.77905931301867e-05
"827",0.000524207755272437
"828",7.67365768400015e-05
"829",0.000525472202501992
"830",0.151842056593385
"831",0.000308298913654359
"832",1.694311103015e-05
"833",0.00045045128563512
"834",0.00751911555269838
"835",0.0127036893852169
"836",1.6598121604969e-07
"837",0.558262794617178
"838",0.0756893026247607
"839",0.00728041897741969
"840",0.00300586477132598
"841",0.0688238479939748
"842",0.00218873397170536
"843",0.00571606923929009
"844",0.000246363421924716
"845",0.0132126068667727
"846",5.81754378850478e-05
"847",0.0301298004099732
"848",0.00154046382343089
"849",0.00143734292882426
"850",0.000290666026543415
"851",7.51741288512223e-05
"852",0.0010132894938761
"853",7.11167204314684e-05
"854",0.0368738510191634
"855",7.67166635816334e-07
"856",0.000587726829250267
"857",0.000120069875291439
"858",9.29983609483416e-05
"859",0.000473503435375703
"860",1.65989363900998e-05
"861",7.2112110537693e-06
"862",0.0317884339809656
"863",0.0034877653986159
"864",0.00191196806991136
"865",0.00155987885559198
"866",0.00422255575776348
"867",0.0882761207806332
"868",0.000879000960985305
"869",0.000379053307197429
"870",0.0859140912292381
"871",0.0159869225268517
"872",0.000607455452525988
"873",0.00136318596644149
"874",0.000118097225553039
"875",0.00382796785637035
"876",3.0254574392672e-05
"877",8.86671555107981e-05
"878",0.439306872463463
"879",0.00361800902379867
"880",0.024159839558021
"881",7.88926066412632e-06
"882",0.000579139615790033
"883",0.0300100119590153
"884",4.94612808055056e-05
"885",0.000779825228325517
"886",0.0205995868117302
"887",7.76283283714225e-06
"888",0.150657989606213
"889",0.00023150045801207
"890",0.0421735792101468
"891",0.050284597063932
"892",0.00475755207060032
"893",0.00230704276788178
"894",0.000577979541279885
"895",0.0051949886759108
"896",0.0264327872130448
"897",0.00179202022196732
"898",0.036344280982132
"899",0.00966708454954142
"900",0.000330602975901135
"901",0.405009001313383
"902",0.00248392629771573
"903",0.00734999130184974
"904",3.36336546276566e-06
"905",0.0147858022969654
"906",3.1236864292057e-06
"907",4.92895907179799e-05
"908",6.21090201928137e-05
"909",2.59622321389145e-05
"910",3.4902827340254e-05
"911",1.55441390745834e-05
"912",0.000951252541924806
"913",0.00334535508565603
"914",0.00607927364113437
"915",3.35439938411346e-05
"916",0.0899252303017734
"917",0.00117427256892389
"918",0.0326978951841276
"919",3.33426246418979e-05
"920",4.97135330759747e-05
"921",0.000923957812294085
"922",0.00122255909307642
"923",0.00129801926485843
"924",0.00078041746009162
"925",0.00313538131079937
"926",0.00280703658525292
"927",0.00893608634914763
"928",0.0133457625803145
"929",2.71233050513363e-05
"930",0.000137705590724046
"931",3.67209919324498e-05
"932",0.00832325810818616
"933",0.00910814173663778
"934",0.00695350829755782
"935",0.000470346575927898
"936",0.000589874653688344
"937",0.000472480906882476
"938",7.22391168861993e-06
"939",0.0373276430459723
"940",0.00202135959116762
"941",0.00043931093752123
"942",0.028482139081645
"943",0.0106916876612181
"944",0.000805383111586656
"945",4.17803791428624e-05
"946",0.00972980426676437
"947",0.155089286344668
"948",0.00830464274091389
"949",0.00272087596601606
"950",0.000351510991178336
"951",0.00117297777076156
"952",0.000131884760179489
"953",0.00920702388692401
"954",0.0608166251279706
"955",8.05846738521126e-06
"956",0.00674278452117969
"957",0.00665818821758789
"958",0.00131779078013538
"959",0.00611618655738927
"960",0.12507087067943
"961",0.00183825213269812
"962",4.27004657632361e-05
"963",1.76998101827008e-05
"964",0.000571644086920553
"965",6.81581417274374e-06
"966",7.66932322604394e-08
"967",0.000587042925557107
"968",0.000462174067374963
"969",0.002698017191125
"970",0.24701178882539
"971",1.19308753631315e-05
"972",0.00923013906892171
"973",0.0156245634101059
"974",0.000392768189304104
"975",0.0200419298676057
"976",0.000375452868164503
"977",0.0186468658050205
"978",0.00010506924191301
"979",0.000280344959400355
"980",8.54321600778547e-06
"981",2.95700042544908e-05
"982",0.00274298152935468
"983",0.00137987348335968
"984",0.000266175092913333
"985",0.000565654684768248
"986",0.000641635239210461
"987",0.00369000746972506
"988",0.000465895617779226
"989",1.03595303523375e-05
"990",0.0628410413503715
"991",0.00595576141288057
"992",0.000320658505842374
"993",0.00567589016983554
"994",0.0213611164560716
"995",6.21995735115878e-05
"996",0.000239426598754739
"997",0.00617568596722611
"998",0.00802353157940909
"999",0.00228059370244368
"1000",0.000986332632419893
"1001",6.56176773499447e-05
"1002",0.0289479419183919
"1003",0.0584357569730787
"1004",1.2214818625109e-06
"1005",0.000364522684781531
"1006",0.0056137836852411
"1007",0.00831621155164782
"1008",3.76346110267659e-05
"1009",5.28220147314212e-05
"1010",0.000552011855975706
"1011",9.04171756834418e-05
"1012",0.0082960792274835
"1013",0.000158833970409294
"1014",4.86556481152658e-06
"1015",0.116227032102364
"1016",0.000463196076338208
"1017",0.000199598498677088
"1018",0.0129870941404662
"1019",0.000870242032979375
"1020",0.0138183464127969
"1021",0.000539663941063016
"1022",0.0112502698696027
"1023",8.30702232797347e-05
"1024",3.35398584642898e-06
"1025",0.00117379904546468
"1026",0.122640083030385
"1027",0.000540867451486132
"1028",0.0208299150481041
"1029",0.000280294775964969
"1030",0.000125597991492488
"1031",2.01006260287941e-06
"1032",0.000204952626542504
"1033",0.0435484721779507
"1034",0.000622359177146174
"1035",0.00954646523980213
"1036",0.0411102669665082
"1037",0.000389281319640844
"1038",0.000679456365029028
"1039",0.00136331020261139
"1040",4.82589933067812e-05
"1041",1.04979544800695e-05
"1042",0.0250791152954549
"1043",0.00156330946643422
"1044",0.00198860300159949
"1045",0.0157160867865604
"1046",0.0261652292831761
"1047",0.0083069099675288
"1048",0.371354043955613
"1049",0.00278332374693986
"1050",4.56775271653057e-06
"1051",0.000195611885814173
"1052",0.057212342774462
"1053",5.02697813727018e-06
"1054",2.42970054614718e-05
"1055",0.0640398146917345
"1056",0.00250504521446417
"1057",0.0288358559538265
"1058",0.000169172842535144
"1059",0.00306817438761511
"1060",0.0588683135501456
"1061",0.00214174512795828
"1062",0.00050724821757169
"1063",0.0556727467483972
"1064",6.8322248996724e-05
"1065",0.00304561361804383
"1066",1.02569903200348e-05
"1067",0.00236362719535226
"1068",2.37863818680401e-05
"1069",0.00270335555402557
"1070",0.00634216047867661
"1071",0.0283664246749662
"1072",0.0024323850692264
"1073",0.00142438058015788
"1074",0.00962892926912936
"1075",5.45799619941725e-07
"1076",1.03313190624885e-05
"1077",1.03387156772458e-06
"1078",0.000549343819009955
"1079",3.56418852983107e-06
"1080",1.47638127401365e-05
"1081",0.000127485865656966
"1082",6.70510953405352e-05
"1083",9.17733952128981e-05
"1084",8.0506603700102e-06
"1085",7.4252130334026e-05
"1086",5.71513191105678e-05
"1087",0.00273075532064209
"1088",0.54942412413023
"1089",6.5057595208828e-05
"1090",0.000834010975530296
"1091",0.000345549993435514
"1092",0.000506716182942091
"1093",0.0662738863214678
"1094",0.478700417255892
"1095",0.0148196859396852
"1096",0.00109220646648096
"1097",0.0218773369977155
"1098",0.0200554591565132
"1099",0.000121650629846139
"1100",6.61832572302602e-06
"1101",2.00513311484161e-05
"1102",3.20602985594877e-07
"1103",0.0655709562949705
"1104",0.0667882630434024
"1105",3.86231518887881e-05
"1106",0.00065352061874795
"1107",3.90601165459537e-06
"1108",0.00823312084668794
"1109",0.000426733625334314
"1110",0.000114061459461251
"1111",0.0208946660115522
"1112",0.0196868770474633
"1113",0.00488298106733246
"1114",0.0070234882565727
"1115",0.000607838658299587
"1116",7.00356056008171e-06
"1117",5.63513996712305e-06
"1118",0.000178549092544958
