token,token_count,file_count
towerahmaz,1,1
cheeselik,1,1
tideov,1,1
potatobut,1,1
smallbaron,1,1
pastramirecommend,1,1
sketch,34,30
cookswaitstaff,1,1
snapperhalibut,1,1
eatibl,1,1
yeslobst,1,1
hyatt,1,1
teresa,1,1
sliderdont,1,1
NUMpmclosehalfoff,1,1
redish,3,3
kumquat,14,11
mealdin,1,1
cavatappi,1,1
cutor,1,1
gajillion,5,5
canyumNUM,1,1
straightlet,1,1
goodclam,1,1
semisweet,6,6
huntington,6,6
paradiseth,4,4
bjsthe,1,1
ofpp,1,1
cantaloup,32,29
stripatmospherenot,1,1
freewithvalid,1,1
glendal,11,11
schpiel,3,3
dressingssauc,2,2
biggenheim,1,1
soberwhen,2,2
yelpcombizphotosbig…it,1,1
beerpro,1,1
NUMcrabcak,1,1
rightempanada,1,1
glazefoi,1,1
NUMsih,1,1
okNUM,3,2
NUMsif,1,1
excellentyou,2,2
camperth,2,2
giulana,2,2
flys,1,1
glazefri,1,1
mothersanyway,1,1
goodpric,4,4
resturantdinn,1,1
reloc,16,16
weekendsther,1,1
kitchen,1890,1644
talapia,6,6
pierogiesbrais,1,1
saltysour,1,1
camperso,1,1
youanyway,1,1
icecreamthai,1,1
perfectlyribey,1,1
buzzi,3,3
chorizosundri,1,1
palso,1,1
marvin,21,16
mofro,1,1
mcbethinson,1,1
dessertlov,1,1
pepperskob,1,1
ordinar,1,1
heavycreami,1,1
fanand,1,1
cafeteriabut,1,1
redmond,1,1
eggport,1,1
thingsNUM,2,2
karaok,10,9
itmoth,1,1
counterservic,3,3
caucasian,22,17
foodmov,1,1
friendNUM,1,1
whyhow,1,1
friendlybut,1,1
joynt,4,3
glare,43,38
starsaft,4,4
sauceskirt,1,1
minutesnop,1,1
chicbohemianfunk,1,1
tagliatellebrittani,1,1
budget,181,174
complimentat,1,1
minutesnow,1,1
sandwichfish,1,1
glass,2449,2074
aaaurghhh,1,1
antithesi,6,6
disappointmac,2,2
scottsdal,6,5
brigit,1,1
afterparti,4,3
ipand,1,1
airconditioninga,1,1
sketchiest,2,2
saltysavori,1,1
wornsmooth,1,1
ssam,2,2
empanadaswasabi,1,1
brigid,1,1
krogertast,1,1
ssal,1,1
ofth,17,17
acceptablemediocr,1,1
tilli,2,2
latrin,2,2
NUMsee,1,1
applesth,1,1
tampenad,2,2
julienn,5,5
shnitzelwheich,1,1
swissmushroom,1,1
NUMsea,1,1
waaaaaaaaay,2,2
ewthey,1,1
NUMsec,1,1
becaus,1,1
progeni,1,1
yelpcombizphotosfNUMxNUM…from,1,1
goodcocktail,2,2
kramer,5,5
frenchamerican,1,1
portiontend,1,1
memosa,2,1
attende,6,6
tillo,2,2
kosho,1,1
disaster,1,1
drinksdessert,3,3
crostiniour,1,1
nycget,3,3
chreez,1,1
topfin,1,1
ofwa,1,1
cringeinduc,1,1
postvac,1,1
galorethank,1,1
topfiv,1,1
alwaysbusi,1,1
halfsiz,6,6
crampedconclus,1,1
arrogantbar,1,1
apetito,1,1
beerwineliquor,1,1
kristin,9,8
anotherw,1,1
convosthi,1,1
cristian,1,1
kilkenni,5,3
stylist,5,5
earliest,16,16
hoghead,1,1
massengil,1,1
noncustom,1,1
stylish,65,63
enguera,1,1
marvel,83,81
mediumroast,1,1
bitedrunken,1,1
comradeship,1,1
onyep,1,1
calibur,1,1
NUMcabbag,1,1
fishfast,1,1
crorkscrew,1,1
anotheri,1,1
becasu,7,6
bertino,1,1
rebecca,10,8
shrimpm,1,1
hypedthre,1,1
funnel,33,28
shrimpi,5,4
uspancetta,1,1
calimocho,10,9
wristbandcheck,1,1
gland,17,17
glanc,138,138
itglass,1,1
lovercrisp,1,1
boothtyp,1,1
omdelici,1,1
pancrea,6,4
betteroveral,5,5
topfor,2,2
fantasticwatch,1,1
thaiNUM,1,1
greasetran,1,1
footsi,1,1
greasetrap,1,1
rigamarol,2,2
underpromisingoverdeliv,1,1
ouchord,1,1
wretch,6,6
vodkaish,1,1
beakfast,1,1
NUMsat,1,1
emptywait,1,1
psychot,5,5
ahmayz,7,7
getservic,1,1
foodmat,1,1
memori,467,439
floweri,9,9
starsair,1,1
stuffour,2,2
tipanyway,1,1
standwait,1,1
margontip,1,1
datecoliflor,1,1
flamedlick,1,1
ordersit,1,1
joyth,2,2
ipain,1,1
menuwait,1,1
productsensit,1,1
bright,329,317
foodmak,1,1
shamrock,2,2
ssid,1,1
soundabsorb,1,1
smoothpalat,1,1
NUMsas,1,1
saucedrunk,1,1
sshh,1,1
restaraunt,25,24
shrimmp,1,1
gracious,173,172
memoon,1,1
NUMoNUM,1,1
yeeeeeaaaaahhhh,1,1
kosmo,1,1
vegasbehold,1,1
bombperfect,1,1
meicarrot,1,1
ribstuf,16,16
frazzl,28,28
calimocha,2,1
joyva,1,1
casualbathroom,1,1
cornucopia,9,9
plateoveral,1,1
starsaok,1,1
verrrrri,4,4
artific,2,1
frîtes,6,5
ohsoyummyyouwillwanttodrinkit,1,1
topwith,1,1
forktend,5,5
touchoveral,2,2
caribean,1,1
ssNUM,2,1
manila,2,2
unenthusiat,1,1
creamsauc,1,1
toolacademi,1,1
absorbour,1,1
croquemonsieur,10,8
slawcol,1,1
goodprkg,1,1
beeeeeeyotch,1,1
parmesanif,1,1
poseur,1,1
whaattt,1,1
linecoop,1,1
brigad,2,2
happeeeen,1,1
NUMsknown,1,1
okayalthough,1,1
anyand,1,1
ogilvi,1,1
muchrav,1,1
inscor,1,1
starsand,3,3
reconcil,6,6
trifecta,28,28
euphem,4,4
bmari,1,1
syrupNUM,3,2
tribulani,3,3
tryNUM,2,2
consistentalway,1,1
greasyspici,1,1
justreal,1,1
foodmeh,1,1
cuter,7,7
sirarcha,2,2
frasier,1,1
coverenjoy,1,1
shazbot,1,1
resatur,2,2
gingergarlicki,1,1
onionspepp,2,2
seatingexpens,1,1
posesi,1,1
tilti,1,1
bakedmash,1,1
cutes,1,1
psychic,7,7
sumNUM,1,1
linecook,2,2
cutey,1,1
glacé,4,4
shrinkag,1,1
shazam,1,1
slurpstart,1,1
eggystrang,1,1
vodkachop,1,1
handdryer,1,1
crescendo,1,1
sheeshyuck,1,1
peopleblueberri,1,1
gingerbread,11,10
tomoato,4,4
refridger,6,6
overtook,4,4
negihama,2,2
itmov,1,1
breakfastenjoy,1,1
waterbesid,1,1
doubledfri,1,1
itmor,2,2
spectacularrec,1,1
campergo,1,1
piquilloso,1,1
bythebottl,1,1
omikazea,1,1
creamyslight,1,1
awesom,6334,5623
lolif,3,3
pairingsfor,1,1
ordertak,3,2
spottheir,1,1
siren,8,8
pumpki,1,1
NUMwhen,3,3
unstabl,2,2
youbeet,1,1
flavorfulsinc,1,1
nommeri,1,1
gregori,5,5
greatwith,2,2
splittingeven,1,1
anticustom,1,1
kreploch,3,2
perfectnear,1,1
vegasit,4,4
crustless,9,6
beerrel,1,1
allium,1,1
hourwait,1,1
buyer,17,17
ribeyesour,1,1
vegasif,1,1
yamspotato,1,1
vegasim,1,1
ellum,1,1
substandard,15,15
justawesom,1,1
fancam,1,1
fishshel,1,1
mindyburg,1,1
sentenc,55,53
diappoint,4,4
sureclam,1,1
pumpin,3,3
bestfeel,1,1
elijah,3,3
journal,1,1
smitti,2,2
palat,354,345
somtum,1,1
visitout,1,1
comparrison,1,1
sweethaaaaat,1,1
squabbl,3,3
yumwont,1,1
chaterell,3,3
crispychar,1,1
everimprecis,1,1
towergarl,1,1
rememberedcheck,1,1
minicooki,1,1
friendclient,1,1
treyf,1,1
okaynothin,1,1
ravioliwa,1,1
blueverri,1,1
balsam,121,116
vodkaredbul,1,1
balsan,1,1
rraaaaahhhh,1,1
itlin,1,1
borrow,18,18
neatlook,1,1
reviewbefor,1,1
itlik,2,2
tatziki,2,2
lolmi,4,4
seeth,3,3
quinoath,1,1
winetast,1,1
oggl,1,1
keurig,1,1
NUMwhat,3,3
releg,10,10
baba,45,39
goreal,1,1
trequ,1,1
meappar,1,1
appreciatedglaz,1,1
amfor,1,1
yummyand,1,1
traplol,1,1
toogreat,3,3
shrimpspanish,1,1
lolli,2,1
ribstru,1,1
downthen,2,2
seeuh,1,1
journey,106,97
omgeewhiz,1,1
boothtabl,2,2
outofthi,1,1
recoomend,1,1
ribstri,1,1
midseptemb,1,1
postfight,1,1
muggedstabbedspit,1,1
starambi,3,3
chutneydatil,1,1
lacheer,1,1
vegasmi,2,2
porklamb,1,1
guestwil,1,1
droolgener,1,1
pasteur,1,1
orderalso,2,2
deepfri,49,42
guyscustom,1,1
etceveryth,2,2
awesum,1,1
mayonnaisesorri,1,1
lolol,2,2
pasteri,4,4
lawdddd,1,1
baco,1,1
lolof,1,1
leftaft,1,1
nondens,1,1
everythingbiscuit,1,1
back,20804,16961
restaurantindustri,1,1
bach,3,3
whatallagash,1,1
baci,5,3
servicetipslarg,1,1
creamthi,1,1
lolon,3,3
topdur,1,1
restaurantchip,1,1
badd,1,1
hambaga,1,1
greatbut,23,23
palet,4,4
bada,7,7
cubandrink,1,1
loungemayb,1,1
downthey,1,1
destress,1,1
steeeeaaaaak,1,1
lolov,1,1
thoughchowd,1,1
adipos,1,1
wmelt,2,2
halfyardbad,1,1
remembermayb,1,1
techniqueservicemenu,1,1
expectedtri,1,1
menunext,1,1
paleo,13,10
setbut,1,1
downther,1,1
measleys,1,1
galett,1,1
soggyyou,1,1
walkerspenc,1,1
wchunk,1,1
shoboo,1,1
relax,599,575
babk,1,1
relay,7,7
babi,1230,1045
babe,16,15
deligruff,1,1
itlet,3,3
tonkatsu,28,18
oldytimey,1,1
relal,1,1
elderberrypineappleprosecco,1,1
accomodatingonc,1,1
lacheck,1,1
relat,575,565
fiendish,3,3
creamscor,1,1
actionimpress,1,1
awayconfisc,1,1
suzanna,1,1
palli,1,1
notcooki,1,1
okarriv,1,1
relic,10,10
curst,1,1
attempt,483,454
usmost,1,1
pluspati,1,1
wafflesoveral,1,1
busylocationambi,1,1
barnois,1,1
curti,5,3
wazuzu,2,1
fishsushisashimi,1,1
ibericobeen,1,1
maniaa,1,1
yummdoubl,1,1
crustpric,1,1
badi,4,4
badg,6,6
bade,1,1
schwartz,5,5
palma,4,4
anythingthi,1,1
maniac,4,4
foccacia,15,15
lolso,1,1
bagu,1,1
foodlot,1,1
okmash,1,1
foodlov,4,4
restaurantchef,1,1
strawberriesblueberriesbanana,1,1
thebuckwheatercombigs…oh,1,1
bagl,2,2
karmelot,1,1
favorless,1,1
cutanddri,1,1
bahh,1,1
potatoand,1,1
fastthi,2,2
goodfella,3,3
headshot,2,2
curvi,5,5
lolth,16,15
goodless,2,2
customerseri,1,1
pavement,4,4
comingg,1,1
woodburn,9,9
whcich,1,1
breweri,83,76
curtw,1,1
linguinith,1,1
barwick,1,1
comingl,5,5
cheaptomak,1,1
deerfield,1,1
comNUM…first,1,1
ntcareifigetfatfromthisit,1,1
chikin,7,7
lesssatisfi,1,1
vegason,1,1
relev,14,13
relet,1,1
serversand,1,1
NUMson,2,2
sirit,1,1
bait,6,6
clubloung,3,3
bais,17,14
gourmetish,1,1
aliolidelish,1,1
ordersth,1,1
bail,14,13
outoftow,1,1
butterespresso,1,1
bonesi,1,1
memorableafterthoughtforgettableafterthought,1,1
oooooooooohhhhh,1,1
expectedthi,1,1
moodbut,1,1
tilal,1,1
dessertsserv,1,1
baja,56,49
moroccon,2,2
farservic,3,3
greateven,3,3
lackadais,7,7
fancythat,1,1
dumplingsdiscret,1,1
anycas,1,1
seasoningsclam,1,1
somewhatlarg,1,1
tandooriesqu,1,1
toopricey,1,1
bahn,49,35
starkanpachi,1,1
boneth,2,2
dealtwo,1,1
sorbet,326,260
tellagio,1,1
certifiedsist,1,1
bettereveryth,1,1
chilibas,1,1
burritosyummmmmmiiiieeee,1,1
optiontheir,1,1
declinedchef,1,1
bahgillion,1,1
oxtailbi,1,1
perogiesspici,1,1
grilledsmok,1,1
feelther,1,1
ellen,6,5
bako,1,1
redicul,16,16
balk,13,13
ball,2536,1527
bali,1,1
ordersup,1,1
sauceaddict,1,1
checkpleas,1,1
bale,3,2
muchpastrami,1,1
bald,21,21
creamword,1,1
curri,1507,1049
starminus,1,1
outdessert,1,1
pigdon,1,1
memorabiliaif,1,1
stinktheir,1,1
clubhous,2,2
creamtot,1,1
chiken,10,8
gribich,1,1
vegasth,5,5
creamtoo,1,1
cinequest,1,1
throughoutNUM,2,1
reliv,28,28
hopleafcombottlemenu,1,1
unflinchin,1,1
meatballsglad,1,1
bake,1455,1287
beatNUM,1,1
wrosemari,1,1
damenmilwauke,1,1
oversweet,2,2
presentedpric,1,1
foodlik,3,3
wmeat,1,1
saidanticip,1,1
exoticish,1,1
schwarma,2,2
frenchi,5,5
sorang,1,1
ungraci,1,1
wingstyl,3,1
ordertri,1,1
dropsth,1,1
elmer,2,2
bank,175,171
supernova,4,4
theyelp,1,1
eatkeg,1,1
ravioliit,2,2
unsatisfi,79,78
buttahhh,1,1
bang,211,205
banh,106,79
postwed,3,3
bane,2,2
band,409,331
eithernow,1,1
treed,1,1
convenientyou,1,1
greatcam,1,1
greatcan,1,1
lessthan,1,1
howreoh,1,1
mapleit,1,1
terriblepric,1,1
balm,1,1
bamm,1,1
seeig,1,1
karmelet,1,1
aaaawesomenesssss,1,1
walllin,1,1
insidegood,1,1
pricepric,1,1
abacor,1,1
fanboy,2,1
creampassionfruit,1,1
kitchenwaitstaff,1,1
sushiyou,1,1
amazingbelgian,1,1
namedrop,4,4
yummylobst,1,1
mmmmmmclam,1,1
uproar,1,1
wflour,1,1
doubledeep,1,1
delightand,1,1
spillilng,1,1
employeeson,1,1
youbest,1,1
dinnerkal,1,1
xanh,4,2
scallopduck,1,1
staw,1,1
stat,20,20
stephin,1,1
star,10702,8001
childhood,72,70
allign,1,1
yelpcomuserlocalphot…,10,9
drinkingparti,2,2
provoloneand,1,1
guysjeez,1,1
piledhigh,2,2
banq,1,1
gordon,31,28
dealtri,1,1
barnorm,1,1
stax,1,1
bano,1,1
stay,1721,1613
staf,64,58
mustseemustdo,1,1
lucien,1,1
stab,62,61
deliveredthey,1,1
sapora,1,1
begreat,2,2
stan,4,4
chinmama,1,1
coventur,1,1
progress,61,60
tradtion,1,1
rollercoast,1,1
bara,7,7
barb,3,2
treat,1367,1265
mustnotmiss,1,1
dumba,1,1
gotedamam,1,1
stds,1,1
cheeseman,1,1
aceituna,6,6
hexagon,3,3
cusin,5,5
baqu,1,1
theNUM,7,7
barq,5,4
barr,2,2
nycher,1,1
tread,4,4
barp,1,1
curteous,4,4
barn,18,18
bark,64,56
bothand,1,1
freshpatata,1,1
whateverthat,1,1
gooberi,1,1
barl,1,1
bari,4,4
NUMtip,5,5
barg,2,2
bare,944,891
seedi,43,42
barf,17,17
nychef,1,1
unauthenticbut,1,1
barc,1,1
endors,40,40
shitbut,1,1
stumpl,1,1
lakeecho,2,2
NUMthe,137,135
cushi,6,6
wrooooooong,1,1
johhni,1,1
duress,1,1
koren,2,1
macaron,9,9
karmelit,1,1
sweetschocol,1,1
keywesti,1,1
korea,42,35
valuepark,1,1
halftim,3,2
NUMths,5,5
creamtyp,2,2
smellstast,1,1
cladhalfnak,1,1
colombian,2,2
jampickl,2,2
seeew,5,4
bata,1,1
yesyoda,1,1
minfood,1,1
chiliaft,1,1
fnal,1,1
italianophil,1,1
stfu,6,6
notkinda,1,1
wentjust,1,1
mexicanish,3,3
bast,29,25
auction,7,7
admit,844,820
ultratradit,1,1
admir,84,84
pamela,2,2
treck,4,4
uneven,41,40
stff,1,1
ohranj,1,1
bath,102,100
exceptionmaiz,1,1
sightNUM,1,1
basa,6,6
goodvintagey,1,1
stew,289,247
espuma,2,2
stillthat,1,1
barw,9,9
tofufriggintast,1,1
allcevichi,1,1
infinitesim,2,2
ohsofreshlov,1,1
chowdown,1,1
lolmoth,1,1
bass,369,299
okmahi,1,1
dumbo,1,1
stef,2,2
tikka,5,4
cardentre,1,1
bask,25,25
step,648,598
bash,29,27
lomino,1,1
basi,189,185
dumbl,3,3
base,1641,1528
stem,25,25
bava,1,1
trend,113,107
creamnuff,1,1
enhancementdessert,1,1
stif,3,3
semiridicul,1,1
greeeeeeeesi,1,1
lolal,1,1
cityhand,1,1
atmosph,1,1
serverservic,2,2
alchohol,4,4
removemodifi,1,1
drunkinstead,1,1
manhol,4,4
preprepar,10,8
littleneck,47,42
striptheir,1,1
impervi,2,2
bonfir,1,1
topend,1,1
beforeafterdur,1,1
sthe,29,29
orangeybourbon,1,1
vastth,1,1
missionari,1,1
aliolispici,1,1
tapaspinxtospronounc,1,1
playoff,29,23
theroast,1,1
afternoonhappi,1,1
goodqualitysushi,1,1
priceless,23,23
mezcalpineapplejalapeno,1,1
thrilledand,1,1
upbathroom,1,1
wingstop,2,2
stgo,1,1
trenn,1,1
gumboseem,1,1
eitherneg,1,1
feelthre,1,1
topeka,1,1
existenet,1,1
forehead,12,12
definitionrecip,1,1
tagteam,1,1
funmet,1,1
carbcentr,1,1
floorour,1,1
saharadefinit,1,1
pairingcrispi,1,1
heyward,1,1
savorycorn,1,1
sandwichsoft,1,1
soulsatisfi,2,2
prejud,1,1
asparagusmushroom,1,1
norlean,1,1
NUMtax,3,3
chipwhich,1,1
beersgiv,1,1
specialtyor,1,1
crispiest,8,8
oneconsid,1,1
stil,10,10
yummyaft,1,1
kickass,28,28
cranberriesyum,1,1
faintofcaloriesindiet,1,1
pynchon,1,1
kimchishrimp,1,1
homestyletradit,1,1
pellagrino,1,1
nonexistantth,1,1
stir,131,121
stip,1,1
barwith,3,3
escort,71,68
moderncontemporari,2,2
milkier,1,1
claussen,2,2
carlito,1,1
baze,1,1
agedashi,4,4
lucill,1,1
hhNUM,1,1
visitoth,1,1
foodlet,1,1
fantasticsound,2,2
fyifri,1,1
potatobas,1,1
justdisappoint,1,1
amazingrich,1,1
cameleon,1,1
heavyhitt,1,1
satisfyingkushi,1,1
mmmmmmazinghous,1,1
palac,399,359
yummmmmmmmmmmmmmmmmm,1,1
seemd,2,2
stuffnot,1,1
loldo,1,1
bareven,1,1
interrogatori,1,1
tostadaget,1,1
itlov,4,4
shysterismpiss,1,1
ellyn,1,1
fanbas,1,1
askingalso,1,1
carnitasgood,1,1
thinkingto,1,1
burgercraz,1,1
itloc,1,1
slicedNUM,2,1
unwind,7,7
lettuceonl,1,1
sojourn,3,3
greatcom,1,1
greatcon,4,4
samlucki,1,1
readytogo,1,1
lolgo,1,1
seenn,1,1
raviolith,4,4
gruyèr,6,6
treke,3,3
supercrowd,8,8
trekk,39,39
romescoi,1,1
hittingonyou,1,1
martyr,2,2
qualitycost,1,1
snocker,2,2
regretlov,1,1
stephen,16,16
moroccan,64,57
somtim,1,1
thenthey,1,1
wiseass,1,1
serfect,1,1
sketti,1,1
ohal,1,1
orderthi,2,2
atchafalaya,1,1
seedlik,1,1
NUMambianc,14,14
uproot,2,2
chiligood,1,1
ohar,35,34
occheriett,1,1
splitcrispi,1,1
sayeth,2,1
crustaft,1,1
parksit,1,1
hipyoung,1,1
loook,1,1
morefirst,1,1
temporari,13,13
dipfri,1,1
sanctuari,3,3
flirtati,4,3
cozycalamari,1,1
looov,22,22
panzapork,1,1
yelpcombizphotoscfwi…pastrami,1,1
pricedNUM,1,1
zimmerman,6,5
counterregist,1,1
hermit,1,1
coliti,1,1
undergoodlast,1,1
looni,1,1
loong,5,5
thoughchicken,1,1
itord,2,2
greatand,11,11
tryingtohard,1,1
deliciousscallop,2,2
nocal,2,2
NUMsalad,1,1
kidatmospher,1,1
stop,3947,3638
flirt,38,36
tokyostyl,1,1
funonc,1,1
notsolight,1,1
semifast,1,1
giordanosor,1,1
stow,1,1
meatnthre,1,1
themcheer,1,1
flavorsalti,1,1
corrobor,2,2
mouthsashimi,1,1
quarterback,1,1
heartyou,1,1
britannica,1,1
bitesautumn,1,1
chorizzo,2,2
servicewa,4,4
anotherpesto,1,1
topcov,1,1
sashimigasm,1,1
wikipedia,13,13
afficianado,6,5
loopi,4,4
NUMnoon,2,2
munster,5,5
buildyourownicecreamsandwich,1,1
beersel,2,2
qualitywis,3,3
syrupbreakfast,1,1
stri,1,1
wowwowtwo,1,1
toppingbread,1,1
oher,1,1
tristamint,1,1
flipr,1,1
mutherfck,1,1
packedlov,1,1
dryerizo,1,1
pretzelsalti,1,1
superjazz,1,1
mouthhorchata,1,1
finishingstil,1,1
stuf,1826,1666
thenspici,1,1
stud,18,18
ordinaryif,1,1
ohio,23,23
cinnabuncoffe,1,1
nachosyummi,1,1
stun,141,136
fling,7,6
selfmand,1,1
topcut,1,1
arigato,5,5
latour,1,1
passthrough,1,1
stub,9,9
nondin,1,1
crackersnut,1,1
nondip,1,1
beerservic,1,1
balltomato,1,1
quentin,5,5
fifthsthey,1,1
dgimbzmi,1,1
NUMppl,6,6
NUMppm,1,1
ohhh,50,50
smōk,1,1
tacobaja,1,1
NUMnois,1,1
deliciousalbeitchickenlesschickennoodl,1,1
dissapointedit,1,1
flint,1,1
whaaaaat,3,3
deservedaft,1,1
eatkob,1,1
perfectionmash,1,1
leaveunless,1,1
tablessmushedtogeth,1,1
NUMpop,1,1
toropincho,1,1
usecould,1,1
betterlast,1,1
avalon,1,1
dessertbread,1,1
elota,1,1
blllaaaaannd,1,1
mannerpark,1,1
beersid,1,1
lobstersid,1,1
beersif,1,1
forrizzl,1,1
judgmentfor,1,1
pageant,1,1
dammit,30,28
advocanaiss,1,1
squishypay,1,1
vintagey,3,3
toppingfre,1,1
brokenheart,1,1
puréer,1,1
carneasada,5,3
minipotroastgood,1,1
dalibtw,1,1
berkeley,21,20
notingpr,1,1
summbitc,1,1
ikura,28,20
betray,10,10
nonwaistlin,1,1
vintagek,1,1
yuzucherri,1,1
deliciouscochon,1,1
